index,beer_name,style,ounces,abv,ibu,brewery_id,brewery_name,city,state
2106,Zombie Monkie,American Porter,16.0 oz.,0.062,35,45,Tallgrass Brewing Company,Manhattan,KS
2107,Wild Plum Farmhouse Ale,Saison / Farmhouse Ale,16.0 OZ.,0.06%,20,45,Tallgrass Brewing Company,Manhattan,KS
2108,Vanilla Bean Buffalo Sweat,Oatmeal Stout,16.0 oz,0.05,20,45,Tallgrass Brewing Company,Manhattan,KS
2109,Ethos IPA,American IPA,16.0 oz,0.07%,110,45,Tallgrass Brewing Company,Manhattan,KS
2110,Tallgrass Pub Ale,American Brown Ale,16.0 oz,0.04%,12,45,Tallgrass Brewing Company,Manhattan,KS
2111,Oasis,Extra Special / Strong Bitter (ESB),16.0 ounce,0.072,93,45,Tallgrass Brewing Company,Manhattan,KS
2112,Buffalo Sweat,Milk / Sweet Stout,16.0 oz.,0.05,20,45,Tallgrass Brewing Company,Manhattan,KS
2113,Halcyon Unfiltered Wheat,American Pale Wheat Ale,16.0 ounce,0.05%,20,45,Tallgrass Brewing Company,Manhattan KS,
2114,8-Bit Pale Ale,American Pale Ale (APA),16.0 oz.,0.052,N/A,45,Tallgrass Brewing Company,Manhattan,KS
2115,Velvet Rooster,Tripel,16.0 OZ.,0.085,N/A,45,Tallgrass Brewing Company,Manhattan,KS
2116,Halcyon Unfiltered Wheat,American Pale Wheat Ale,12.0 ounce,0.05,20,45,Tallgrass Brewing Company,Manhattan,KS
2117,Köld Lager (2010),German Pilsener,16.0 oz,0.05,16,45,Tallgrass Brewing Company,Manhattan,KS
2118,Oasis (2010),American Double / Imperial IPA,16.0 oz.,0.07%,93,45,Tallgrass Brewing Company,Manhattan,KS
2119,Tallgrass Ale,American Brown Ale,16.0 oz.,0.044,22,45,Tallgrass Brewing Company,Manhattan,KS
2120,Buffalo Sweat (2010),Milk / Sweet Stout,16.0 oz,0.05%,20,45,Tallgrass Brewing Company,Manhattan,KS
2121,Tallgrass IPA,American IPA,16.0 oz,0.063,60,45,Tallgrass Brewing Company,Manhattan,KS
2122,Hat Trick Hop IPA,American IPA,16.0 oz. Alumi-Tek,0.068,N/A,409,Tamarack Brewing Company,Lakeside,MT
2123,Yard Sale Amber Ale,American Amber / Red Ale,16.0 oz.,0.06%,N/A,409,Tamarack Brewing Company,Lakeside,MT
2124,Loafin Bräu,Altbier,16.0 oz.,0.055,N/A,490,Tampa Bay Brewing Company,Tampa,FL
2125,Old Elephant Foot IPA,American IPA,16.0 oz. Alumi-Tek,0.07%,80,490,Tampa Bay Brewing Company,Tampa,FL
2126,Peck's Porter,American Porter,16.0 oz.,0.065,35,7,Tapistry Brewing,Bridgman,MI
2127,Reactor,American IPA,16.0 oz.,0.07%,N/A,7,Tapistry Brewing,Bridgman,MI
2128,Mr. Orange,Witbier,16.0 oz,0.057,N/A,7,Tapistry Brewing,Bridgman,MI
2129,Deduction,Dubbel,12.0 oz,0.08,22,28,Taxman Brewing Company,Bargersville,IN
2130,Face Down Brown Ale,American Brown Ale,12.0 ounce,0.057,N/A,480,Telluride Brewing Company,Telluride,CO
2131,Tempter IPA,American IPA,12.0 oz.,0.064,N/A,480,Telluride Brewing Company,Telluride,CO
2132,Bridal Veil Rye Pale Ale,American Pale Ale (APA),12.0 oz.,0.055,N/A,480,Telluride Brewing Company,Telluride,CO
2133,Smittytown,Extra Special / Strong Bitter (ESB),12.0 oz.,0.05%,N/A,210,Temperance Beer Company,Evanston IL,
2134,Greenwood Beach,Fruit / Vegetable Beer,12.0 oz. Alumi-Tek,0.04%,N/A,210,Temperance Beer Company,Evanston,IL
2135,Gatecrasher,English India Pale Ale (IPA),12.0 ounce,0.066,N/A,210,Temperance Beer Company,Evanston,IL
2136,RecreationAle,American Pale Ale (APA),12.0 oz,0.05%,42,469,Terrapin Brewing Company,Athens GA,
2137,First Stand,Saison / Farmhouse Ale,12.0 ounce,0.055,35,215,Texian Brewing Co.,Richmond,TX
2138,Battle LIne,American Brown Ale,12.0 oz,0.063,23,215,Texian Brewing Co.,Richmond,TX
2139,Broken Bridge,Dunkelweizen,12.0 oz,0.056,12,215,Texian Brewing Co.,Richmond,TX
2140,Brutus,English India Pale Ale (IPA),12.0 oz.,0.071,69,215,Texian Brewing Co.,Richmond,TX
2141,Petit Mutant,American Wild Ale,16.0 oz,0.06,N/A,272,The Alchemist,Waterbury,VT
2142,The Crusher,American Double / Imperial IPA,16.0 oz.,0.10%,N/A,272,The Alchemist,Waterbury,VT
2143,Beelzebub,American Double / Imperial Stout,16.0 oz.,0.08,N/A,272,The Alchemist,Waterbury,VT
2144,Focal Banger,American IPA,16.0 oz.,0.07,N/A,272,The Alchemist,Waterbury VT,
2145,Heady Topper,American Double / Imperial IPA,16.0 oz. Alumi-Tek,0.08,120,272,The Alchemist,Waterbury,VT
2146,Heady Topper,American Double / Imperial IPA,16.0 oz. Alumi-Tek,0.08,120,272,The Alchemist,Waterbury,VT
2147,Bomber Mountain Amber Ale (2013),American Amber / Red Ale,12.0 ounce,0.05%,20,457,The Black Tooth Brewing Company,Sheridan,WY
2148,Indian Paintbrush IPA,American IPA,12.0 ounce,0.07%,75,457,The Black Tooth Brewing Company,Sheridan,WY
2149,Saddle Bronc Brown Ale (2013),English Brown Ale,12.0 ounce,0.05%,16,457,The Black Tooth Brewing Company,Sheridan,WY
2150,Wagon Box Wheat Beer,American Pale Wheat Ale,12.0 oz.,0.059,15,457,The Black Tooth Brewing Company,Sheridan,WY
2151,Birdhouse Pale Ale,Belgian Pale Ale,12.0 ounce,0.05,N/A,262,The Brewer's Art,Baltimore,MD
2152,Ozzy,Belgian Pale Ale,12.0 oz,0.073,N/A,262,The Brewer's Art,Baltimore,MD
2153,Resurrection,Dubbel,12.0 oz,0.07%,N/A,262,The Brewer's Art,Baltimore,MD
2154,Bronx Summer Pale Ale,American Pale Ale (APA),16.0 oz,0.052,16,329,The Bronx Brewery,Bronx,NY
2155,Bronx Black Pale Ale,American Black Ale,16.0 oz,0.06%,46,329,The Bronx Brewery,Bronx,NY
2156,Bronx Pale Ale,American Pale Ale (APA),16.0 ounce,0.063,50,329,The Bronx Brewery,Bronx,NY
2157,Surfrider,American Pale Ale (APA),16.0 ounce,0.052,35,33,The Dudes' Brewing Company,Torrance,CA
2158,Kolschtal Eddy,Kölsch,16.0 oz.,0.06%,N/A,33,The Dudes' Brewing Company,Torrance,CA
2159,South Bay Session IPA,American IPA,16.0 oz,0.05,N/A,33,The Dudes' Brewing Company,Torrance,CA
2160,Grandma's Pecan,English Brown Ale,16.0 oz.,0.069,34,33,The Dudes' Brewing Company,Torrance,CA
2161,Double Trunk,American Double / Imperial IPA,16.0 oz,0.099,101,33,The Dudes' Brewing Company,Torrance,CA
2162,Just IPA,American IPA,12.0 ounce,0.046,45,328,The Just Beer Project,Burlington,VT
2163,Lionshead,American Pilsner,12.0 oz. Alumi-Tek,0.045,N/A,90,The Lion Brewery,Wilkes-Barre,PA
2164,Manhattan Gold Lager (1990),American Amber / Red Lager,12.0 ounce,,N/A,484,The Manhattan Brewing Company,New York,NY
2165,G. B. Russo’s Italian Pistachio Pale Ale,American Pale Ale (APA),16.0 oz.,0.052,N/A,9,The Mitten Brewing Company,Grand Rapids,MI
2166,Northern Hawk Owl Amber,American Amber / Red Ale,12.0 OZ.,0.058,N/A,438,The Right Brain Brewery,Traverse City,MI
2167,CEO Stout,American Stout,16.0 oz.,0.059,N/A,438,The Right Brain Brewery,Traverse City,MI
2168,Will Power Pale Ale,American Pale Ale (APA),16.0 oz.,0.047,N/A,438,The Right Brain Brewery,Traverse City,MI
2169,Curious Traveler Shandy,Shandy,12.0 oz.,0.044,N/A,334,The Traveler Beer Company,Burlington,VT
2170,Hunny Do Wheat,American Pale Wheat Ale,12.0 oz. Alumi-Tek,0.048,18,142,Third Street Brewhouse,Cold Spring,MN
2171,Three Way Pale Ale,American Pale Ale (APA),12.0 oz,0.05%,N/A,142,Third Street Brewhouse,Cold Spring,MN
2172,Rise to the Top,Cream Ale,12.0 oz,0.04%,N/A,142,Third Street Brewhouse,Cold Spring,MN
2173,Lost Trout Brown Ale,American Brown Ale,12.0 ounce,0.049,N/A,142,Third Street Brewhouse,Cold Spring,MN
2174,Watermelon Ale,Fruit / Vegetable Beer,12.0 ounce,0.05%,11,108,Thomas Hooker Brewing Company,Bloomfield,CT
2175,Knotty Blonde Ale,American Blonde Ale,12.0 oz. Alumi-Tek,0.04%,18,153,Three Creeks Brewing,Sisters,OR
2176,Fivepine Chocolate Porter,American Porter,12.0 oz.,0.062,40,153,Three Creeks Brewing,Sisters,OR
2177,Hoodoo Voodoo IPA,American IPA,12.0 oz.,0.062,82,153,Three Creeks Brewing,Sisters,OR
2178,Hydraulion Red,Irish Red Ale,12.0 oz. Silo Can,0.053,22,273,Three Notch'd Brewing Company,Charlottesville,VA
2179,40 Mile IPA,American IPA,12.0 oz,0.06,50,273,Three Notch'd Brewing Company,Charlottesville,VA
2180,Citra Faced,American Pale Wheat Ale,16.0 oz,0.06%,64,21,Three Pints Brewing,Martinsville,IN
2181,Pole Barn Stout,Oatmeal Stout,16.0 oz.,0.055,31,21,Three Pints Brewing,Martinsville,IN
2182,Pale,American Pale Ale (APA),16.0 oz,0.054,37,21,Three Pints Brewing,Martinsville,IN
2183,Yoshi's Nectar,California Common / Steam Beer,16.0 OZ.,0.053,27,21,Three Pints Brewing,Martinsville,IN
2184,Leatherhead Red,American Amber / Red Ale,12.0 ounce,0.052,N/A,282,Thunderhead Brewing Company,Kearney,NE
2185,Cropduster Mid-American IPA,American IPA,12.0 oz,0.07%,N/A,282,Thunderhead Brewing Company,Kearney,NE
2186,Golden Frau Honey Wheat,Braggot,12.0 oz,0.075,N/A,282,Thunderhead Brewing Company,Kearney,NE
2187,Cornstalker Dark Wheat,American Dark Wheat Ale,12.0 oz,,N/A,282,Thunderhead Brewing Company,Kearney NE,
2188,Cafe Leche,American Porter,16.0 ounce,0.058,20,17,Tin Man Brewing Company,Evansville,IN
2189,Damascene Apricot Sour,Fruit / Vegetable Beer,16.0 oz,0.052,12,17,Tin Man Brewing Company,Evansville,IN
2190,Csar,Russian Imperial Stout,16.0 oz,0.12,90,17,Tin Man Brewing Company,Evansville,IN
2191,Klingon Warnog Roggen Dunkel,Roggenbier,16.0 OZ.,0.06%,N/A,17,Tin Man Brewing Company,Evansville,IN
2192,Overlord Imperial IPA,American Double / Imperial IPA,16.0 ounce,0.085,115,17,Tin Man Brewing Company,Evansville,IN
2193,Alloy,American IPA,16.0 oz.,0.058,36,17,Tin Man Brewing Company,Evansville,IN
2194,Rivet Irish Red Ale,Irish Red Ale,16.0 oz,0.051,22,17,Tin Man Brewing Company,Evansville,IN
2195,3 Gear Robust Porter,American Porter,16.0 oz.,0.052,50,17,Tin Man Brewing Company,Evansville,IN
2196,Circuit Bohemian Pilsner,Czech Pilsener,16.0 oz.,0.045,35,17,Tin Man Brewing Company,Evansville IN,
2197,Turnrow Harvest Ale,American Blonde Ale,12.0 ounce,0.055,N/A,152,Tin Roof Brewing Company,Baton Rouge,LA
2198,Juke Joint IPA,American IPA,12.0 oz,0.07%,60,152,Tin Roof Brewing Company,Baton Rouge,LA
2199,Parade Ground Coffee Porter,American Porter,12.0 oz,0.07,35,152,Tin Roof Brewing Company,Baton Rouge,LA
2200,Tin Roof Watermelon Wheat,Fruit / Vegetable Beer,12.0 ounce,0.05,21,152,Tin Roof Brewing Company,Baton Rouge,LA
2201,Tin Roof Blonde Ale,American Blonde Ale,12.0 oz.,0.045,18,152,Tin Roof Brewing Company,Baton Rouge,LA
2202,Voodoo Bengal Pale Ale,American Pale Ale (APA),12.0 oz,0.055,37,152,Tin Roof Brewing Company,Baton Rouge,LA
2203,Perfect Tin Amber,American Amber / Red Ale,12.0 oz.,0.045,28,152,Tin Roof Brewing Company,Baton Rouge,LA
2204,IPA & a Half,American IPA,12.0 oz.,0.073,87,291,Tommyknocker Brewery,Idaho Springs,CO
2205,Ornery Amber Lager (2003),Vienna Lager,12.0 oz.,0.06%,33,291,Tommyknocker Brewery,Idaho Springs CO,
2206,Big Island Shandy,Shandy,16.0 oz.,0.05,N/A,474,Tonka Beer Company,Minnetonka,MN
2207,Preservation IPA,American IPA,16.0 oz.,0.068,N/A,474,Tonka Beer Company,Minnetonka,MN
2208,Almanac IPA,American IPA,12.0 oz.,0.062,72,265,Tractor Brewing Company,Albuquerque,NM
2209,Milk Mustachio Stout,Milk / Sweet Stout,12.0 oz,0.07%,N/A,265,Tractor Brewing Company,Albuquerque,NM
2210,Farmer's Tan Red Ale,American Amber / Red Ale,12.0 oz. Alumi-Tek,0.06,30,265,Tractor Brewing Company,Albuquerque,NM
2211,Triangle India Pale Ale,American IPA,12.0 oz.,0.057,N/A,524,Triangle Brewing Company,Durham,NC
2212,Triangle White Ale,Witbier,12.0 ounce,0.05,N/A,524,Triangle Brewing Company,Durham,NC
2213,Triangle Belgian Golden Ale,Belgian Strong Pale Ale,12.0 ounce,0.08%,N/A,524,Triangle Brewing Company,Durham,NC
2214,Troegenator,Doppelbock,16.0 ounce,0.082,N/A,97,Tröegs Brewing Company,Hershey,PA
2215,Nugget Nectar,American Amber / Red Ale,16.0 ounce,0.075,93,97,Tröegs Brewing Company,Hershey,PA
2216,Sunshine Pils,American Pilsner,12.0 oz.,0.045,45,97,Tröegs Brewing Company,Hershey,PA
2217,Troegenator Doublebock,Doppelbock,16.0 ounce,0.08%,25,97,Tröegs Brewing Company,Hershey,PA
2218,Perpetual IPA,American IPA,12.0 ounce,0.08%,85,97,Tröegs Brewing Company,Hershey PA,
2219,Greenville Pale Ale,American Pale Ale (APA),12.0 oz.,0.06%,52,539,Twin Lakes Brewing Company,Greenville,DE
2220,Hoppy Boy,American IPA,16.0 ounce,0.062,65,520,Twisted Pine Brewing Company,Boulder,CO
2221,Cow Creek,American Amber / Red Lager,12.0 ounce,0.05%,26,38,Twisted X Brewing Company,Dripping Springs,TX
2222,Chupahopra,American IPA,12.0 oz. Alumi-Tek,0.075,63,38,Twisted X Brewing Company,Dripping Springs,TX
2223,Twisted X,American Adjunct Lager,12.0 oz.,0.05%,19,38,Twisted X Brewing Company,Dripping Springs,TX
2224,Day Hike Session,American IPA,12.0 oz,0.041,41,190,Two Beers Brewing Company,Seattle,WA
2225,Trailhead ISA,American IPA,12.0 oz,0.048,48,190,Two Beers Brewing Company,Seattle,WA
2226,Immersion Amber,American Amber / Red Ale,12.0 oz,0.05%,27,190,Two Beers Brewing Company,Seattle,WA
2227,Evo IPA,American IPA,12.0 ounce,0.06%,70,190,Two Beers Brewing Company,Seattle,WA
2228,Presidential Pils,Czech Pilsener,12.0 ounce,0.048,N/A,190,Two Beers Brewing Company,Seattle,WA
2229,Evolutionary IPA (2012),American IPA,12.0 oz.,0.06%,70,190,Two Beers Brewing Company,Seattle,WA
2230,Persnickety Pale,American Pale Ale (APA),12.0 ounce,0.057,36,190,Two Beers Brewing Company,Seattle,WA
2231,SoDo Brown Ale,American Brown Ale,12.0 ounce,0.054,20,190,Two Beers Brewing Company,Seattle,WA
2232,Immersion Amber Ale (2011),American Amber / Red Ale,12.0 oz,0.052,27,190,Two Beers Brewing Company,Seattle,WA
2233,Evolutionary IPA (2011),American IPA,12.0 oz.,0.062,70,190,Two Beers Brewing Company,Seattle,WA
2234,Trailhead India Style Session Ale (2011),American IPA,12.0 ounce,0.048,48,190,Two Beers Brewing Company,Seattle,WA
2235,Panorama Wheat Ale,American Pale Wheat Ale,12.0 ounce,0.046,N/A,190,Two Beers Brewing Company,Seattle,WA
2236,Wobble,American IPA,16.0 oz,0.063,69,74,Two Brothers Brewing Company,Warrenville,IL
2237,Night Cat,American Dark Wheat Ale,12.0 oz,0.06%,43,74,Two Brothers Brewing Company,Warrenville,IL
2238,Night Cat (2014),American Dark Wheat Ale,12.0 oz.,0.06%,43,74,Two Brothers Brewing Company,Warrenville,IL
2239,Dog Days Lager,Dortmunder / Export Lager,12.0 oz.,0.05%,17,74,Two Brothers Brewing Company,Warrenville,IL
2240,Sidekick Extra Pale Ale,American Pale Ale (APA),12.0 oz. Alumi-Tek,0.05%,36,74,Two Brothers Brewing Company,Warrenville,IL
2241,Atom Smasher,Märzen / Oktoberfest,12.0 oz,0.077,23,74,Two Brothers Brewing Company,Warrenville,IL
2242,Testudo,Bière de Garde,12.0 ounce,0.045,N/A,74,Two Brothers Brewing Company,Warrenville,IL
2243,Hobnob B & B Pale Ale,American Pale Ale (APA),12.0 ounce,0.065,N/A,74,Two Brothers Brewing Company,Warrenville,IL
2244,Cane and Ebel,American Strong Ale,12.0 oz,0.07,68,74,Two Brothers Brewing Company,Warrenville,IL
2245,Outlaw IPA (2015),American IPA,12.0 OZ.,0.07%,N/A,74,Two Brothers Brewing Company,Warrenville,IL
2246,The Gilded Age,Munich Helles Lager,12.0 oz,0.045,N/A,243,Two Henrys Brewing Company,Plant City,FL
2247,No Limits Hefeweizen,Hefeweizen,16.0 oz.,0.05,N/A,435,Two Roads Brewing Company,Stratford,CT
2248,Honeyspot Road White IPA,American White IPA,12.0 oz,0.06,N/A,435,Two Roads Brewing Company,Stratford,CT
2249,Road 2 Ruin Double IPA,American Double / Imperial IPA,12.0 oz.,0.072,N/A,435,Two Roads Brewing Company,Stratford,CT
2250,Workers Comp Saison,Saison / Farmhouse Ale,12.0 oz,0.05%,N/A,435,Two Roads Brewing Company,Stratford,CT
2251,Ol' Factory Pils,German Pilsener,12.0 ounce,0.05%,N/A,435,Two Roads Brewing Company,Stratford,CT
2252,PUNK'N,Pumpkin Ale,12.0 OZ.,0.05,10,159,Uinta Brewing Company,Salt Lake City,UT
2253,Yard Sale Winter Lager,American Amber / Red Lager,12.0 oz,0.04,22,159,Uinta Brewing Company,Salt Lake City,UT
2254,Trader Session IPA,American IPA,12.0 oz.,0.04,42,159,Uinta Brewing Company,Salt Lake City,UT
2255,Hop Nosh IPA,American IPA,12.0 OZ.,0.07%,83,159,Uinta Brewing Company,Salt Lake City,UT
2256,SUM'R,American Blonde Ale,12.0 ounce,0.04%,17,159,Uinta Brewing Company,Salt Lake City,UT
2257,Organic Baba Black Lager,Schwarzbier,12.0 oz,0.04%,32,159,Uinta Brewing Company,Salt Lake City,UT
2258,Hop Notch IPA (2013),American IPA,12.0 oz.,0.073,82,159,Uinta Brewing Company,Salt Lake City,UT
2259,Cutthroat Pale Ale,American Pale Ale (APA),12.0 oz.,0.04%,34,159,Uinta Brewing Company,Salt Lake City,UT
2260,WYLD Extra Pale Ale,American Pale Ale (APA),12.0 oz.,0.04,29,159,Uinta Brewing Company,Salt Lake City,UT
2261,Pilsner Ukiah,German Pilsener,12.0 ounce,0.055,N/A,555,Ukiah Brewing Company,Ukiah,CA
2262,The Green Room,American IPA,16.0 oz,0.06%,75,126,Uncle Billy's Brewery and Smokeh...,Austin,TX
2263,Humbucker Helles,Maibock / Helles Bock,16.0 oz.,0.05%,25,126,Uncle Billy's Brewery and Smokeh...,Austin,TX
2264,Uncle John's Apple Cherry Cider,Cider,16.0 ounce,0.065,N/A,338,Uncle John's Fruit House Winery,St. John's,MI
2265,Uncle John's Apricot Apple Cider,Cider,16.0 ounce,0.07%,N/A,338,Uncle John's Fruit House Winery,St. John's,MI
2266,Draught Hard Apple Cider,Cider,16.0 oz,0.065,N/A,338,Uncle John's Fruit House Winery,St. John's,MI
2267,Scotty K NA,Low Alcohol Beer,16.0 ounce,0.00%,N/A,522,Uncommon Brewers,Santa Cruz,CA
2268,Bacon Brown Ale,American Brown Ale,16.0 oz,0.07%,N/A,522,Uncommon Brewers,Santa Cruz,CA
2269,Golden State Ale,Belgian Pale Ale,16.0 oz.,0.064,N/A,522,Uncommon Brewers,Santa Cruz,CA
2270,Baltic Porter,Baltic Porter,16.0 oz.,0.078,N/A,522,Uncommon Brewers,Santa Cruz,CA
2271,Siamese twin,Dubbel,16.0 OZ.,0.085,N/A,522,Uncommon Brewers,Santa Cruz CA,
2272,Double Duckpin,American Double / Imperial IPA,12.0 oz,0.085,90,71,Union Craft Brewing,Baltimore,MD
2273,Old Pro,Gose,12.0 OZ.,0.04%,10,71,Union Craft Brewing,Baltimore,MD
2274,Duckpin Pale Ale,American Pale Ale (APA),12.0 oz,0.055,N/A,71,Union Craft Brewing,Baltimore,MD
2275,Balt Altbier,Altbier,12.0 oz.,0.06,N/A,71,Union Craft Brewing,Baltimore,MD
2276,Campside Session IPA,American IPA,16.0 oz.,0.045,50,202,Upland Brewing Company,Bloomington,IN
2277,Upland Wheat Ale,Witbier,16.0 oz. Alumi-Tek,0.045,15,202,Upland Brewing Company,Bloomington,IN
2278,Dragonfly IPA,American IPA,16.0 oz.,0.06,N/A,202,Upland Brewing Company,Bloomington,IN
2279,Lee Hill Series Vol. 5 - Belgian Style Quadrupel Ale,Quadrupel (Quad),19.2 oz.,0.13%,N/A,51,Upslope Brewing Company,Boulder,CO
2280,Lee Hill Series Vol. 4 - Manhattan Style Rye Ale,Rye Beer,19.2 oz,0.10%,N/A,51,Upslope Brewing Company,Boulder,CO
2281,Lee Hill Series Vol. 2 - Wild Saison,American Wild Ale,19.2 oz.,0.068,24,51,Upslope Brewing Company,Boulder,CO
2282,Lee Hill Series Vol. 3 - Barrel Aged Imperial Stout,American Double / Imperial Stout,19.2 OZ.,0.099,51,51,Upslope Brewing Company,Boulder,CO
2283,Lee Hill Series Vol. 1 - Barrel Aged Brown Ale,American Brown Ale,19.2 OZ.,0.076,N/A,51,Upslope Brewing Company,Boulder,CO
2284,Blood Orange Saison,Saison / Farmhouse Ale,12.0 oz.,0.06,N/A,51,Upslope Brewing Company,Boulder,CO
2285,Thai Style White IPA,American White IPA,12.0 oz.,0.07%,33,51,Upslope Brewing Company,Boulder,CO
2286,Ferus Fluxus Wild Belgian Pale Ale,American Wild Ale,19.2 oz,0.075,30,51,Upslope Brewing Company,Boulder,CO
2287,Upslope Imperial India Pale Ale,American Double / Imperial IPA,19.2 oz.,0.099,90,51,Upslope Brewing Company,Boulder CO,
2288,Upslope Christmas Ale,Winter Warmer,16.0 oz.,0.082,N/A,51,Upslope Brewing Company,Boulder,CO
2289,Upslope Pumpkin Ale,Pumpkin Ale,16.0 ounce,0.077,N/A,51,Upslope Brewing Company,Boulder,CO
2290,Upslope Belgian Style Pale Ale,Belgian Pale Ale,12.0 oz.,0.075,30,51,Upslope Brewing Company,Boulder,CO
2291,Upslope Foreign Style Stout,Foreign / Export Stout,12.0 oz.,0.07%,N/A,51,Upslope Brewing Company,Boulder,CO
2292,Top Rope Mexican-style Craft Lager,Vienna Lager,12.0 ounce,0.05%,15,51,Upslope Brewing Company,Boulder,CO
2293,Upslope Craft Lager,Vienna Lager,12.0 oz,0.048,22,51,Upslope Brewing Company,Boulder,CO
2294,Upslope Brown Ale,English Brown Ale,12.0 oz,0.067,N/A,51,Upslope Brewing Company,Boulder CO,
2295,Upslope Pale Ale,American Pale Ale (APA),12.0 oz.,0.058,N/A,51,Upslope Brewing Company,Boulder,CO
2296,Upslope India Pale Ale,American IPA,12.0 ounce,0.072,N/A,51,Upslope Brewing Company,Boulder,CO
2297,Common Sense Kentucky Common Ale,American Brown Ale,16.0 OZ.,0.053,22,546,Upstate Brewing Company,Elmira,NY
2298,Upstate I.P.W.,American IPA,12.0 oz,0.07%,70,546,Upstate Brewing Company,Elmira,NY
2299,Squatters Full Suspension Pale Ale,American Pale Ale (APA),12.0 oz.,0.04%,N/A,302,Utah Brewers Cooperative,Salt Lake City,UT
2300,Squatters Hop Rising Double IPA,American Double / Imperial IPA,12.0 ounce,0.09,75,302,Utah Brewers Cooperative,Salt Lake City,UT
2301,Devastator Double Bock,Doppelbock,12.0 oz. Alumi-Tek,0.08%,N/A,302,Utah Brewers Cooperative,Salt Lake City,UT
2302,Wasatch Ghostrider White IPA,American White IPA,12.0 ounce,0.06,N/A,302,Utah Brewers Cooperative,Salt Lake City,UT
2303,Wasatch Ghostrider White IPA (2014),American White IPA,12.0 oz.,0.06,N/A,302,Utah Brewers Cooperative,Salt Lake City,UT
2304,Wasatch Apricot Hefeweizen,Fruit / Vegetable Beer,12.0 ounce,0.04,N/A,302,Utah Brewers Cooperative,Salt Lake City,UT
2305,Squatters Hop Rising Double IPA (2014),American Double / Imperial IPA,12.0 ounce,0.09,75,302,Utah Brewers Cooperative,Salt Lake City,UT
2306,Squatters Full Suspension Pale Ale,American Pale Ale (APA),12.0 ounce,0.04,N/A,302,Utah Brewers Cooperative,Salt Lake City,UT
2307,Nunica Pine,Cider,16.0 oz.,0.068,N/A,185,Vander Mill Ciders,Spring Lake,MI
2308,Ginger Peach,Cider,16.0 oz.,0.069,N/A,185,Vander Mill Ciders,Spring Lake,MI
2309,Totally Roasted,Cider,16.0 ounce,0.07%,N/A,185,Vander Mill Ciders,Spring Lake,MI
